# Time-averaged data for fix aveRg
# TimeStep c_Rg
2440000 5.66573
2450000 5.66706
2460000 5.66751
2470000 5.66783
2480000 5.6687
2490000 5.66861
2500000 5.66929
2510000 5.67338
2520000 5.67975
2530000 5.68623
2540000 5.69253
2550000 5.69914
2560000 5.70402
2570000 5.7077
2580000 5.71099
2590000 5.71321
2600000 5.71727
2610000 5.72155
2620000 5.72499
2630000 5.72731
2640000 5.72984
2650000 5.73175
2660000 5.73319
2670000 5.73391
2680000 5.73527
2690000 5.73721
2700000 5.73861
2710000 5.73936
2720000 5.73909
2730000 5.73761
2740000 5.73319
2750000 5.7283
2760000 5.72363
2770000 5.71933
2780000 5.71377
2790000 5.708
2800000 5.70225
2810000 5.6974
2820000 5.6925
2830000 5.68666
2840000 5.68114
2850000 5.67754
2860000 5.67417
2870000 5.67134
2880000 5.66858
2890000 5.66623
2900000 5.66333
2910000 5.66007
2920000 5.6566
2930000 5.65432
2940000 5.65169
2950000 5.64889
2960000 5.64621
2970000 5.64285
2980000 5.63932
2990000 5.63565
3000000 5.6318
3010000 5.62659
3020000 5.6201
3030000 5.61439
3040000 5.6081
3050000 5.60286
3060000 5.59849
3070000 5.59338
3080000 5.58791
3090000 5.58305
3100000 5.57919
3110000 5.57679
3120000 5.57406
3130000 5.57024
3140000 5.56633
3150000 5.562
3160000 5.55818
3170000 5.55462
3180000 5.54998
3190000 5.54535
3200000 5.54122
3210000 5.53641
3220000 5.53207
3230000 5.52844
3240000 5.52584
3250000 5.52228
3260000 5.51806
3270000 5.51506
3280000 5.51259
3290000 5.51034
3300000 5.50844
3310000 5.50689
3320000 5.50639
3330000 5.50694
3340000 5.50698
3350000 5.5066
3360000 5.50623
3370000 5.50661
3380000 5.50603
3390000 5.50451
3400000 5.50318
3410000 5.50163
3420000 5.50056
3430000 5.4995
3440000 5.49848
3450000 5.49675
3460000 5.49481
3470000 5.49236
3480000 5.48911
3490000 5.48618
3500000 5.48315
3510000 5.47907
3520000 5.47543
3530000 5.47237
3540000 5.46906
3550000 5.46551
3560000 5.46275
3570000 5.46109
3580000 5.45974
3590000 5.45736
3600000 5.45435
3610000 5.45177
3620000 5.44995
3630000 5.44846
3640000 5.4464
3650000 5.44407
3660000 5.44123
3670000 5.43877
3680000 5.436
3690000 5.43229
3700000 5.42875
3710000 5.42585
3720000 5.4232
3730000 5.42045
3740000 5.41884
3750000 5.41645
3760000 5.41259
3770000 5.40812
3780000 5.4033
3790000 5.39945
3800000 5.39561
3810000 5.39147
3820000 5.38841
3830000 5.38633
3840000 5.38325
3850000 5.37964
3860000 5.37652
3870000 5.37493
3880000 5.37383
3890000 5.37258
3900000 5.37172
3910000 5.36973
3920000 5.36747
3930000 5.36702
3940000 5.36685
3950000 5.36696
3960000 5.36699
3970000 5.36497
3980000 5.363
3990000 5.36111
4000000 5.36033
4010000 5.35896
4020000 5.35695
4030000 5.35416
4040000 5.35221
4050000 5.34995
4060000 5.34713
4070000 5.34401
4080000 5.34054
4090000 5.33686
4100000 5.33313
4110000 5.32996
4120000 5.32706
4130000 5.32435
4140000 5.32168
4150000 5.31851
4160000 5.31598
4170000 5.31476
4180000 5.31358
4190000 5.31151
4200000 5.3098
4210000 5.30833
4220000 5.30723
4230000 5.30577
4240000 5.30441
4250000 5.3021
4260000 5.29917
4270000 5.29621
4280000 5.29383
4290000 5.29217
4300000 5.29104
4310000 5.28888
4320000 5.28661
4330000 5.2846
4340000 5.28174
4350000 5.2793
4360000 5.27938
4370000 5.27995
4380000 5.2808
4390000 5.28165
4400000 5.28264
4410000 5.28321
4420000 5.28362
4430000 5.28326
4440000 5.28246
4450000 5.28133
4460000 5.28067
4470000 5.27922
4480000 5.27664
4490000 5.27412
4500000 5.27272
4510000 5.27102
4520000 5.26997
4530000 5.26956
4540000 5.26951
4550000 5.26855
4560000 5.26715
4570000 5.26578
4580000 5.26412
4590000 5.263
4600000 5.26261
4610000 5.26265
4620000 5.2627
4630000 5.26255
4640000 5.26202
4650000 5.26088
4660000 5.25932
4670000 5.25809
4680000 5.25706
4690000 5.25586
4700000 5.25476
4710000 5.25338
4720000 5.25229
4730000 5.25146
4740000 5.25135
4750000 5.25081
4760000 5.24856
4770000 5.24561
4780000 5.24334
4790000 5.24046
4800000 5.23748
4810000 5.23509
4820000 5.23228
4830000 5.22921
4840000 5.22537
4850000 5.22187
4860000 5.21791
4870000 5.21429
4880000 5.21085
4890000 5.20878
4900000 5.20732
4910000 5.20545
4920000 5.20313
4930000 5.20039
4940000 5.19802
4950000 5.19648
4960000 5.19484
4970000 5.1926
4980000 5.19053
4990000 5.18785
5000000 5.18508
5010000 5.18283
5020000 5.18095
5030000 5.17987
5040000 5.17884
5050000 5.17748
5060000 5.17563
5070000 5.17453
5080000 5.17381
5090000 5.17334
5100000 5.17302
5110000 5.17246
5120000 5.17126
5130000 5.17074
5140000 5.17054
5150000 5.17045
5160000 5.17012
5170000 5.16928
5180000 5.16818
5190000 5.1665
5200000 5.16477
5210000 5.16387
5220000 5.16296
5230000 5.16243
5240000 5.16227
5250000 5.16276
5260000 5.16371
5270000 5.16473
5280000 5.16504
5290000 5.16461
5300000 5.16473
5310000 5.16568
5320000 5.16748
5330000 5.16965
5340000 5.17164
5350000 5.17322
5360000 5.17426
5370000 5.17486
5380000 5.1756
5390000 5.17583
5400000 5.17606
5410000 5.17652
5420000 5.17712
5430000 5.17899
5440000 5.18081
5450000 5.18261
5460000 5.18544
5470000 5.1886
5480000 5.19207
5490000 5.19558
5500000 5.19949
5510000 5.2035
5520000 5.20664
5530000 5.20902
5540000 5.21145
5550000 5.21468
5560000 5.21797
5570000 5.22058
5580000 5.22391
5590000 5.22715
5600000 5.22986
5610000 5.23266
5620000 5.235
5630000 5.23682
5640000 5.23796
5650000 5.23957
5660000 5.24173
5670000 5.24336
5680000 5.24506
5690000 5.24667
5700000 5.24808
5710000 5.2496
5720000 5.25041
5730000 5.25108
5740000 5.25269
5750000 5.25429
5760000 5.25636
5770000 5.2595
5780000 5.26356
5790000 5.26757
5800000 5.27193
5810000 5.27644
5820000 5.28065
5830000 5.28363
5840000 5.2864
5850000 5.2899
5860000 5.29304
5870000 5.29644
5880000 5.29988
5890000 5.30357
5900000 5.30681
5910000 5.30961
5920000 5.31252
5930000 5.31566
5940000 5.31966
5950000 5.32401
5960000 5.32801
5970000 5.33145
5980000 5.33417
5990000 5.33705
6000000 5.33985
6010000 5.34201
6020000 5.34362
6030000 5.3449
6040000 5.34635
6050000 5.3469
6060000 5.34742
6070000 5.34802
6080000 5.34853
6090000 5.34834
6100000 5.34849
6110000 5.34902
6120000 5.34963
6130000 5.34913
6140000 5.34857
6150000 5.34789
6160000 5.34632
6170000 5.34467
6180000 5.34304
6190000 5.34121
6200000 5.33999
6210000 5.33905
6220000 5.33889
6230000 5.33841
6240000 5.33739
6250000 5.33573
6260000 5.33414
6270000 5.3335
6280000 5.33257
6290000 5.33157
6300000 5.33043
6310000 5.32939
6320000 5.32947
6330000 5.32983
6340000 5.33051
6350000 5.3312
6360000 5.33115
6370000 5.33047
6380000 5.329
6390000 5.32752
6400000 5.32608
6410000 5.32497
6420000 5.32403
6430000 5.32342
6440000 5.32261
6450000 5.32093
6460000 5.31866
6470000 5.31715
6480000 5.3158
6490000 5.3146
6500000 5.31334
6510000 5.31178
6520000 5.30983
6530000 5.30818
6540000 5.30655
6550000 5.30464
6560000 5.30318
6570000 5.30258
6580000 5.30159
6590000 5.29995
6600000 5.2984
6610000 5.2966
6620000 5.29577
6630000 5.29581
6640000 5.29654
6650000 5.29731
6660000 5.29811
6670000 5.29823
6680000 5.29717
6690000 5.29616
6700000 5.29504
6710000 5.2937
6720000 5.29189
6730000 5.28944
6740000 5.28742
6750000 5.28588
6760000 5.28468
6770000 5.28317
6780000 5.28204
6790000 5.28118
6800000 5.27965
6810000 5.27773
6820000 5.27633
6830000 5.27499
6840000 5.27396
6850000 5.27268
6860000 5.27167
6870000 5.2713
6880000 5.27151
6890000 5.27153
6900000 5.27121
6910000 5.27133
6920000 5.27085
6930000 5.27024
6940000 5.26958
6950000 5.26834
6960000 5.26713
6970000 5.266
6980000 5.26515
6990000 5.26441
7000000 5.26391
7010000 5.26384
7020000 5.26316
7030000 5.26239
7040000 5.26187
7050000 5.26103
7060000 5.26056
7070000 5.26017
7080000 5.25912
7090000 5.25874
7100000 5.25911
7110000 5.25938
7120000 5.25898
7130000 5.25847
7140000 5.25798
7150000 5.25685
7160000 5.25561
7170000 5.25422
7180000 5.25269
7190000 5.25119
7200000 5.24968
7210000 5.24805
7220000 5.24718
7230000 5.24616
7240000 5.24528
7250000 5.24482
7260000 5.24418
7270000 5.24273
7280000 5.24168
7290000 5.24054
7300000 5.23886
7310000 5.23735
7320000 5.2359
7330000 5.23471
7340000 5.23348
7350000 5.23207
7360000 5.23072
7370000 5.2286
7380000 5.22629
7390000 5.22408
7400000 5.2218
7410000 5.21987
7420000 5.21771
7430000 5.21578
7440000 5.21377
7450000 5.21243
7460000 5.21121
7470000 5.20966
7480000 5.20809
7490000 5.20661
7500000 5.205
7510000 5.20308
7520000 5.20132
7530000 5.19955
7540000 5.19785
7550000 5.19611
7560000 5.19423
7570000 5.19207
7580000 5.19014
7590000 5.18853
7600000 5.18685
7610000 5.18505
7620000 5.18304
7630000 5.18127
7640000 5.17946
7650000 5.17826
7660000 5.17721
7670000 5.17623
7680000 5.17574
7690000 5.17577
7700000 5.17561
7710000 5.17561
7720000 5.17553
7730000 5.17569
7740000 5.17543
7750000 5.17524
7760000 5.17478
7770000 5.17468
7780000 5.17465
7790000 5.17516
7800000 5.17565
7810000 5.17556
7820000 5.17543
7830000 5.17541
7840000 5.17553
7850000 5.17555
7860000 5.1756
7870000 5.17518
7880000 5.1752
7890000 5.17558
7900000 5.17576
7910000 5.176
7920000 5.17592
7930000 5.17587
7940000 5.17576
7950000 5.17539
7960000 5.17516
7970000 5.17483
7980000 5.17424
7990000 5.17336
8000000 5.17232
8010000 5.17157
8020000 5.17104
8030000 5.17095
8040000 5.17134
8050000 5.17156
8060000 5.17148
8070000 5.17114
8080000 5.17087
8090000 5.17035
8100000 5.16969
8110000 5.16912
8120000 5.1685
8130000 5.16875
8140000 5.16904
8150000 5.169
8160000 5.16898
8170000 5.169
8180000 5.16948
8190000 5.17038
8200000 5.17111
8210000 5.17149
8220000 5.17193
8230000 5.17226
8240000 5.17308
8250000 5.17368
8260000 5.17442
8270000 5.17514
8280000 5.17563
8290000 5.17632
8300000 5.17642
8310000 5.17598
8320000 5.17534
8330000 5.17504
8340000 5.17524
8350000 5.17548
8360000 5.17584
8370000 5.17668
8380000 5.17752
8390000 5.17811
8400000 5.17861
8410000 5.1789
8420000 5.17917
8430000 5.17886
8440000 5.17801
8450000 5.17687
8460000 5.17538
8470000 5.17402
8480000 5.17279
8490000 5.17194
8500000 5.17132
8510000 5.17097
8520000 5.17086
8530000 5.17137
8540000 5.17177
8550000 5.17207
8560000 5.1722
8570000 5.17225
8580000 5.17267
8590000 5.1734
8600000 5.17384
8610000 5.17435
8620000 5.17514
8630000 5.17548
8640000 5.17596
8650000 5.17663
8660000 5.17743
8670000 5.17889
8680000 5.18041
8690000 5.1818
8700000 5.18321
8710000 5.18463
8720000 5.18578
8730000 5.18725
8740000 5.18878
8750000 5.18951
8760000 5.19033
8770000 5.19096
8780000 5.19129
8790000 5.19155
8800000 5.19133
8810000 5.19098
8820000 5.19081
8830000 5.19039
8840000 5.18998
8850000 5.18952
8860000 5.18873
8870000 5.18823
8880000 5.18868
8890000 5.18975
8900000 5.19071
8910000 5.19165
8920000 5.19182
8930000 5.19185
8940000 5.1919
8950000 5.19165
8960000 5.19181
8970000 5.1917
8980000 5.19183
8990000 5.19216
9000000 5.19226
9010000 5.19256
9020000 5.19282
9030000 5.19321
9040000 5.19367
9050000 5.19432
9060000 5.19483
9070000 5.19505
9080000 5.19493
9090000 5.19518
9100000 5.19547
9110000 5.19551
9120000 5.19571
9130000 5.19626
9140000 5.19683
9150000 5.19783
9160000 5.19902
9170000 5.19912
9180000 5.19947
9190000 5.19986
9200000 5.20023
9210000 5.20021
9220000 5.2004
9230000 5.20041
9240000 5.20027
9250000 5.20029
9260000 5.20006
9270000 5.19982
9280000 5.19973
9290000 5.19958
9300000 5.19995
9310000 5.20048
9320000 5.20087
9330000 5.20169
9340000 5.20234
9350000 5.20272
9360000 5.2031
9370000 5.20376
9380000 5.20428
9390000 5.20483
9400000 5.20531
9410000 5.206
9420000 5.20688
9430000 5.20776
9440000 5.20862
9450000 5.20988
9460000 5.21164
9470000 5.21354
9480000 5.21537
9490000 5.2171
9500000 5.21887
9510000 5.22026
9520000 5.22147
9530000 5.22285
9540000 5.2246
9550000 5.22598
9560000 5.22693
9570000 5.22769
9580000 5.22816
9590000 5.22848
9600000 5.22878
9610000 5.22894
9620000 5.22876
9630000 5.22846
9640000 5.22797
9650000 5.22769
9660000 5.22775
9670000 5.22777
9680000 5.22756
9690000 5.22714
9700000 5.22676
9710000 5.22654
9720000 5.22652
9730000 5.22638
9740000 5.22684
9750000 5.22739
9760000 5.22808
9770000 5.22888
9780000 5.22979
9790000 5.23065
9800000 5.23171
9810000 5.23208
9820000 5.23236
9830000 5.23325
9840000 5.23422
9850000 5.23534
9860000 5.23658
9870000 5.23705
9880000 5.23724
9890000 5.23773
9900000 5.23805
9910000 5.23872
9920000 5.23924
9930000 5.23958
9940000 5.23974
9950000 5.23975
9960000 5.24042
9970000 5.24114
9980000 5.24181
9990000 5.24233
10000000 5.24284
10010000 5.24355
10020000 5.23519
10030000 5.22865
10040000 5.22343
10050000 5.21857
10060000 5.21454
10070000 5.21066
10080000 5.20751
10090000 5.20509
10100000 5.2034
10110000 5.20335
10120000 5.20253
10130000 5.2008
10140000 5.19876
10150000 5.19666
10160000 5.19496
10170000 5.19331
10180000 5.19193
10190000 5.19056
10200000 5.18915
10210000 5.18753
10220000 5.18591
10230000 5.18417
10240000 5.18285
10250000 5.18164
10260000 5.18094
10270000 5.18044
10280000 5.18035
10290000 5.17973
10300000 5.178
10310000 5.17629
10320000 5.17479
10330000 5.17297
10340000 5.17162
10350000 5.17025
10360000 5.16777
10370000 5.16535
10380000 5.16269
10390000 5.16024
10400000 5.15866
10410000 5.15735
10420000 5.15656
10430000 5.15567
10440000 5.15513
10450000 5.15432
10460000 5.15343
10470000 5.15235
10480000 5.15108
10490000 5.14976
10500000 5.14893
10510000 5.14831
10520000 5.14719
10530000 5.14624
10540000 5.14557
10550000 5.14497
10560000 5.14472
10570000 5.14488
10580000 5.14496
10590000 5.14561
10600000 5.14656
10610000 5.14712
10620000 5.14698
10630000 5.14657
10640000 5.14655
10650000 5.14648
10660000 5.14692
10670000 5.14729
10680000 5.1471
10690000 5.14675
10700000 5.14662
10710000 5.14636
10720000 5.14634
10730000 5.14683
10740000 5.1483
10750000 5.1502
10760000 5.15235
10770000 5.15484
10780000 5.15679
10790000 5.15827
10800000 5.15937
10810000 5.16087
10820000 5.16241
10830000 5.16409
10840000 5.16584
10850000 5.16829
10860000 5.17072
10870000 5.17283
10880000 5.17426
10890000 5.17543
10900000 5.17651
10910000 5.17691
10920000 5.17638
10930000 5.17568
10940000 5.17518
10950000 5.17461
10960000 5.17359
10970000 5.17256
10980000 5.17093
10990000 5.16908
11000000 5.16776
11010000 5.16691
11020000 5.16644
11030000 5.16627
11040000 5.16573
11050000 5.16549
11060000 5.16513
11070000 5.16458
11080000 5.1635
11090000 5.16181
11100000 5.16028
11110000 5.15901
11120000 5.15845
11130000 5.15786
11140000 5.15757
11150000 5.15706
11160000 5.15644
11170000 5.15588
11180000 5.15506
11190000 5.15402
11200000 5.15317
11210000 5.15259
11220000 5.15178
11230000 5.15161
11240000 5.15222
11250000 5.15355
11260000 5.15412
11270000 5.15492
11280000 5.15572
11290000 5.15611
11300000 5.15609
11310000 5.1565
11320000 5.15687
11330000 5.15788
11340000 5.15925
11350000 5.15981
11360000 5.15965
11370000 5.1592
11380000 5.15933
11390000 5.15931
11400000 5.15946
11410000 5.16027
11420000 5.16095
11430000 5.16091
11440000 5.16086
11450000 5.16129
11460000 5.16204
11470000 5.16314
11480000 5.16451
11490000 5.16536
11500000 5.16629
11510000 5.16756
11520000 5.16909
11530000 5.17093
11540000 5.17259
11550000 5.17459
11560000 5.17649
11570000 5.17834
11580000 5.17984
11590000 5.18097
11600000 5.18267
11610000 5.18436
11620000 5.18611
11630000 5.18722
11640000 5.18833
11650000 5.18855
11660000 5.18841
11670000 5.18789
11680000 5.18788
11690000 5.18902
11700000 5.19036
11710000 5.1917
11720000 5.19297
11730000 5.1936
11740000 5.19481
11750000 5.19578
11760000 5.19667
11770000 5.19733
11780000 5.19789
11790000 5.19856
11800000 5.19884
11810000 5.19926
11820000 5.20043
11830000 5.20157
11840000 5.20185
11850000 5.2013
11860000 5.20077
11870000 5.20043
11880000 5.20006
11890000 5.2002
11900000 5.20095
11910000 5.20151
11920000 5.20252
11930000 5.20364
11940000 5.20481
11950000 5.20574
11960000 5.20726
11970000 5.20866
11980000 5.20991
11990000 5.21102
12000000 5.21187
12010000 5.21317
12020000 5.21461
12030000 5.21632
12040000 5.21754
12050000 5.2181
12060000 5.21833
12070000 5.21899
12080000 5.22034
12090000 5.22146
12100000 5.22168
12110000 5.22238
12120000 5.22249
12130000 5.2227
12140000 5.22301
12150000 5.22332
12160000 5.22411
12170000 5.22444
12180000 5.22444
12190000 5.22397
12200000 5.22322
12210000 5.22277
12220000 5.22199
12230000 5.2211
12240000 5.21997
12250000 5.21866
12260000 5.21708
12270000 5.21546
12280000 5.21372
12290000 5.21279
12300000 5.21184
12310000 5.21092
12320000 5.21073
12330000 5.21102
12340000 5.21084
12350000 5.21001
12360000 5.20979
12370000 5.20907
12380000 5.20845
12390000 5.20793
12400000 5.20727
12410000 5.2061
12420000 5.20482
12430000 5.20334
12440000 5.20184
12450000 5.201
12460000 5.20024
12470000 5.19941
12480000 5.19838
12490000 5.19748
12500000 5.19644
12510000 5.19451
12520000 5.19212
12530000 5.18954
12540000 5.1866
12550000 5.18379
12560000 5.18199
12570000 5.18087
12580000 5.1798
12590000 5.17878
12600000 5.17724
12610000 5.17564
12620000 5.17445
12630000 5.17356
12640000 5.17241
12650000 5.17106
12660000 5.17005
12670000 5.16954
12680000 5.16919
12690000 5.16852
12700000 5.16753
12710000 5.16675
12720000 5.16619
12730000 5.16631
12740000 5.16719
12750000 5.16863
12760000 5.17014
12770000 5.1714
12780000 5.1737
12790000 5.17617
12800000 5.1783
12810000 5.18022
12820000 5.18211
12830000 5.1842
12840000 5.18635
12850000 5.18806
12860000 5.19043
12870000 5.19231
12880000 5.19395
12890000 5.19523
12900000 5.19674
12910000 5.19854
12920000 5.2005
12930000 5.20196
12940000 5.20348
12950000 5.20471
12960000 5.20534
12970000 5.20657
12980000 5.20811
12990000 5.21002
13000000 5.21183
13010000 5.2139
13020000 5.21575
13030000 5.21712
13040000 5.21825
13050000 5.21954
13060000 5.22092
13070000 5.22245
13080000 5.2243
13090000 5.2261
13100000 5.22708
13110000 5.22718
13120000 5.22717
13130000 5.22812
13140000 5.22875
13150000 5.22983
13160000 5.23047
13170000 5.23077
13180000 5.23146
13190000 5.2323
13200000 5.23311
13210000 5.23416
13220000 5.23461
13230000 5.23492
13240000 5.23483
13250000 5.23541
13260000 5.23569
13270000 5.23584
13280000 5.23629
13290000 5.23657
13300000 5.23641
13310000 5.236
13320000 5.23469
13330000 5.23281
13340000 5.23143
13350000 5.23035
13360000 5.22931
13370000 5.2281
13380000 5.22703
13390000 5.22669
13400000 5.22624
13410000 5.22576
13420000 5.22499
13430000 5.2245
13440000 5.22378
13450000 5.2232
13460000 5.22253
13470000 5.22204
13480000 5.22175
13490000 5.2215
13500000 5.2214
13510000 5.22227
13520000 5.22319
13530000 5.22397
13540000 5.22514
13550000 5.22609
13560000 5.22696
13570000 5.22765
13580000 5.22838
13590000 5.2289
13600000 5.22917
13610000 5.22913
13620000 5.2293
13630000 5.22928
13640000 5.22969
13650000 5.23007
13660000 5.23032
13670000 5.23049
13680000 5.23093
13690000 5.23097
13700000 5.23129
13710000 5.23138
13720000 5.23143
13730000 5.23162
13740000 5.23125
13750000 5.23093
13760000 5.2312
13770000 5.23157
13780000 5.23219
13790000 5.23246
13800000 5.2327
13810000 5.23342
13820000 5.23396
13830000 5.23384
13840000 5.23423
13850000 5.23482
13860000 5.2352
13870000 5.23482
13880000 5.23429
13890000 5.2341
13900000 5.23399
13910000 5.23427
13920000 5.23459
13930000 5.2341
13940000 5.23353
13950000 5.23305
13960000 5.23294
13970000 5.23358
13980000 5.23414
13990000 5.2346
14000000 5.23477
14010000 5.23465
14020000 5.23441
14030000 5.23423
14040000 5.23363
14050000 5.23351
14060000 5.23319
14070000 5.23321
14080000 5.23322
14090000 5.23283
14100000 5.23247
14110000 5.23209
14120000 5.23162
14130000 5.23105
14140000 5.23047
14150000 5.23028
14160000 5.23013
14170000 5.22954
14180000 5.22896
14190000 5.22877
14200000 5.2284
14210000 5.22843
14220000 5.22844
14230000 5.22843
14240000 5.22859
14250000 5.22938
14260000 5.22988
14270000 5.23038
14280000 5.23082
14290000 5.23105
14300000 5.2306
14310000 5.23096
14320000 5.23066
14330000 5.23044
14340000 5.23089
14350000 5.23151
14360000 5.23134
14370000 5.23083
14380000 5.22995
14390000 5.2293
14400000 5.22847
14410000 5.22796
14420000 5.22785
14430000 5.22813
14440000 5.22841
14450000 5.22868
14460000 5.22863
14470000 5.22897
14480000 5.22925
14490000 5.22941
14500000 5.22953
14510000 5.23048
14520000 5.23105
14530000 5.23121
14540000 5.23105
14550000 5.23133
14560000 5.23162
14570000 5.23197
14580000 5.23222
14590000 5.23249
14600000 5.23269
14610000 5.23315
14620000 5.23342
14630000 5.23354
14640000 5.23347
14650000 5.23351
14660000 5.23415
14670000 5.23456
14680000 5.23468
14690000 5.23505
14700000 5.23519
14710000 5.23602
14720000 5.23611
14730000 5.23607
14740000 5.23607
14750000 5.23657
14760000 5.2375
14770000 5.23822
14780000 5.23882
14790000 5.23984
14800000 5.2411
14810000 5.24195
14820000 5.24263
14830000 5.2436
14840000 5.24489
14850000 5.24583
14860000 5.24683
14870000 5.24819
14880000 5.24924
14890000 5.24926
14900000 5.24879
14910000 5.2485
14920000 5.24892
14930000 5.2494
14940000 5.2493
14950000 5.24885
14960000 5.2486
14970000 5.24864
14980000 5.24844
14990000 5.24811
15000000 5.24792
15010000 5.24768
15020000 5.2472
15030000 5.24682
15040000 5.2462
15050000 5.24596
15060000 5.24614
15070000 5.24589
15080000 5.24532
15090000 5.24455
15100000 5.24364
15110000 5.24334
15120000 5.24303
15130000 5.24221
15140000 5.24131
15150000 5.24029
15160000 5.23913
15170000 5.23874
15180000 5.23885
15190000 5.23912
15200000 5.23958
15210000 5.2397
15220000 5.23993
15230000 5.23974
15240000 5.23985
15250000 5.23943
15260000 5.23815
15270000 5.2361
15280000 5.23462
15290000 5.2336
15300000 5.23236
15310000 5.23053
15320000 5.22843
15330000 5.22599
15340000 5.22364
15350000 5.2219
15360000 5.22041
15370000 5.21941
15380000 5.21835
15390000 5.21794
15400000 5.21758
15410000 5.21732
15420000 5.21684
15430000 5.21602
15440000 5.21548
15450000 5.21526
15460000 5.21518
15470000 5.21511
15480000 5.21496
15490000 5.21439
15500000 5.21372
15510000 5.21285
15520000 5.21235
15530000 5.21177
15540000 5.21085
15550000 5.20936
15560000 5.20754
15570000 5.20666
15580000 5.20569
15590000 5.2044
15600000 5.20346
15610000 5.20251
15620000 5.20206
15630000 5.20225
