# Time-averaged data for fix aveRg
# TimeStep c_Rg
1320000 3.66865
1330000 3.6699
1340000 3.67552
1350000 3.6853
1360000 3.69253
1370000 3.70408
1380000 3.71072
1390000 3.71585
1400000 3.72025
1410000 3.71764
1420000 3.71246
1430000 3.70554
1440000 3.70012
1450000 3.69703
1460000 3.69184
1470000 3.68771
1480000 3.68942
1490000 3.68943
1500000 3.69075
1510000 3.69324
1520000 3.69547
1530000 3.701
1540000 3.70418
1550000 3.70641
1560000 3.70717
1570000 3.70438
1580000 3.70367
1590000 3.70171
1600000 3.69468
1610000 3.68898
1620000 3.68562
1630000 3.68044
1640000 3.67592
1650000 3.67106
1660000 3.66613
1670000 3.66257
1680000 3.65764
1690000 3.6565
1700000 3.65128
1710000 3.64544
1720000 3.64026
1730000 3.6353
1740000 3.63092
1750000 3.62617
1760000 3.62186
1770000 3.6163
1780000 3.60954
1790000 3.60339
1800000 3.60046
1810000 3.59942
1820000 3.5976
1830000 3.59637
1840000 3.59665
1850000 3.59398
1860000 3.59345
1870000 3.594
1880000 3.59584
1890000 3.59711
1900000 3.59883
1910000 3.60505
1920000 3.60976
1930000 3.6124
1940000 3.61584
1950000 3.61841
1960000 3.61961
1970000 3.61962
1980000 3.6187
1990000 3.61619
2000000 3.61589
2010000 3.61592
2020000 3.61519
2030000 3.61428
2040000 3.61218
2050000 3.61188
2060000 3.61344
2070000 3.61557
2080000 3.61851
2090000 3.61904
2100000 3.61844
2110000 3.6156
2120000 3.61132
2130000 3.60683
2140000 3.60322
2150000 3.60042
2160000 3.59696
2170000 3.59446
2180000 3.5934
2190000 3.59344
2200000 3.59462
2210000 3.59753
2220000 3.6001
2230000 3.60325
2240000 3.60485
2250000 3.60714
2260000 3.60622
2270000 3.60607
2280000 3.60776
2290000 3.61167
2300000 3.61498
2310000 3.61588
2320000 3.6165
2330000 3.61521
2340000 3.61257
2350000 3.61206
2360000 3.61358
2370000 3.61592
2380000 3.61586
2390000 3.61455
2400000 3.61489
2410000 3.61619
2420000 3.62016
2430000 3.62192
2440000 3.62197
2450000 3.62133
2460000 3.62045
2470000 3.61925
2480000 3.61796
2490000 3.6191
2500000 3.62094
2510000 3.61994
2520000 3.61928
2530000 3.61805
2540000 3.61619
2550000 3.61465
2560000 3.61434
2570000 3.61278
2580000 3.60975
2590000 3.60648
2600000 3.60267
2610000 3.59777
2620000 3.59362
2630000 3.59193
2640000 3.59038
2650000 3.58997
2660000 3.59088
2670000 3.59162
2680000 3.59122
2690000 3.58951
2700000 3.58801
2710000 3.58734
2720000 3.58614
2730000 3.58414
2740000 3.58229
2750000 3.5811
2760000 3.58085
2770000 3.57902
2780000 3.57839
2790000 3.57732
2800000 3.57492
2810000 3.57347
2820000 3.57067
2830000 3.56805
2840000 3.56554
2850000 3.56473
2860000 3.56355
2870000 3.5621
2880000 3.56287
2890000 3.56356
2900000 3.56391
2910000 3.56295
2920000 3.56021
2930000 3.5579
2940000 3.55577
2950000 3.5539
2960000 3.55353
2970000 3.5539
2980000 3.55465
2990000 3.55643
3000000 3.56001
3010000 3.56324
3020000 3.56665
3030000 3.56992
3040000 3.57199
3050000 3.57436
3060000 3.57494
3070000 3.57533
3080000 3.57607
3090000 3.57545
3100000 3.57539
3110000 3.57623
3120000 3.5768
3130000 3.57616
3140000 3.57483
3150000 3.57419
3160000 3.57261
3170000 3.57049
3180000 3.56908
3190000 3.56867
3200000 3.56763
3210000 3.56719
3220000 3.5673
3230000 3.56756
3240000 3.56927
3250000 3.56962
3260000 3.57067
3270000 3.57131
3280000 3.56985
3290000 3.56802
3300000 3.56703
3310000 3.56743
3320000 3.5687
3330000 3.56994
3340000 3.5705
3350000 3.57283
3360000 3.57545
3370000 3.57793
3380000 3.58085
3390000 3.58177
3400000 3.58089
3410000 3.57991
3420000 3.57848
3430000 3.5777
3440000 3.57624
3450000 3.57536
3460000 3.57442
3470000 3.574
3480000 3.57535
3490000 3.57707
3500000 3.57691
3510000 3.57686
3520000 3.5776
3530000 3.57893
3540000 3.58029
3550000 3.58257
3560000 3.5865
3570000 3.5888
3580000 3.59132
3590000 3.59438
3600000 3.59552
3610000 3.59631
3620000 3.59751
3630000 3.59631
3640000 3.59662
3650000 3.60049
3660000 3.60384
3670000 3.60525
3680000 3.60599
3690000 3.60642
3700000 3.60665
3710000 3.60938
3720000 3.61273
3730000 3.61547
3740000 3.61875
3750000 3.6215
3760000 3.62375
3770000 3.62632
3780000 3.62704
3790000 3.62701
3800000 3.62746
3810000 3.62833
3820000 3.63028
3830000 3.63169
3840000 3.63345
3850000 3.63364
3860000 3.63319
3870000 3.63249
3880000 3.63438
3890000 3.63447
3900000 3.63385
3910000 3.63238
3920000 3.63035
3930000 3.62799
3940000 3.62533
3950000 3.62303
3960000 3.62077
3970000 3.61784
3980000 3.6155
3990000 3.61445
4000000 3.61421
4010000 3.61438
4020000 3.61397
4030000 3.61255
4040000 3.61094
4050000 3.60981
4060000 3.60775
4070000 3.60519
4080000 3.60343
4090000 3.60045
4100000 3.59803
4110000 3.59583
4120000 3.59345
4130000 3.59143
4140000 3.59004
4150000 3.59017
4160000 3.5885
4170000 3.58636
4180000 3.58434
4190000 3.5825
4200000 3.58066
4210000 3.5791
4220000 3.57779
4230000 3.57565
4240000 3.57312
4250000 3.57044
4260000 3.56718
4270000 3.56478
4280000 3.56279
4290000 3.56087
4300000 3.5589
4310000 3.55665
4320000 3.55492
4330000 3.55413
4340000 3.55293
4350000 3.55255
4360000 3.55496
4370000 3.55733
4380000 3.55868
4390000 3.55987
4400000 3.56118
4410000 3.56174
4420000 3.56261
4430000 3.56304
4440000 3.56333
4450000 3.56308
4460000 3.56259
4470000 3.56172
4480000 3.56182
4490000 3.56133
4500000 3.56049
4510000 3.55992
4520000 3.5599
4530000 3.55827
4540000 3.5567
4550000 3.55552
4560000 3.55412
4570000 3.55278
4580000 3.55189
4590000 3.55172
4600000 3.55112
4610000 3.55006
4620000 3.54894
4630000 3.54894
4640000 3.54937
4650000 3.55058
4660000 3.55092
4670000 3.55162
4680000 3.55223
4690000 3.55257
4700000 3.55357
4710000 3.55422
4720000 3.55422
4730000 3.55464
4740000 3.5557
4750000 3.55636
4760000 3.55705
4770000 3.55778
4780000 3.55858
4790000 3.55989
4800000 3.56095
4810000 3.56268
4820000 3.56477
4830000 3.5672
4840000 3.57027
4850000 3.57337
4860000 3.57564
4870000 3.57622
4880000 3.57678
4890000 3.57845
4900000 3.58099
4910000 3.58317
4920000 3.58338
4930000 3.58296
4940000 3.58352
4950000 3.58443
4960000 3.58515
4970000 3.58482
4980000 3.58399
4990000 3.58425
5000000 3.58554
5010000 3.58742
5020000 3.58801
5030000 3.58754
5040000 3.58691
5050000 3.58589
5060000 3.58492
5070000 3.58381
5080000 3.583
5090000 3.58246
5100000 3.58201
5110000 3.58076
5120000 3.57929
5130000 3.57777
5140000 3.57683
5150000 3.57508
5160000 3.57362
5170000 3.5724
5180000 3.57236
5190000 3.57248
5200000 3.57178
5210000 3.57082
5220000 3.57003
5230000 3.5684
5240000 3.56716
5250000 3.56659
5260000 3.56575
5270000 3.56473
5280000 3.56348
5290000 3.563
5300000 3.5623
5310000 3.56131
5320000 3.56062
5330000 3.55997
5340000 3.55922
5350000 3.55842
5360000 3.55806
5370000 3.55714
5380000 3.5562
5390000 3.55549
5400000 3.55435
5410000 3.55393
5420000 3.55288
5430000 3.55161
5440000 3.55067
5450000 3.54997
5460000 3.5497
5470000 3.5501
5480000 3.54999
5490000 3.55024
5500000 3.55017
5510000 3.5497
5520000 3.54935
5530000 3.54842
5540000 3.54828
5550000 3.54828
5560000 3.5495
5570000 3.55056
5580000 3.55167
5590000 3.55226
5600000 3.55194
5610000 3.55214
5620000 3.55169
5630000 3.55179
5640000 3.55173
5650000 3.55157
5660000 3.55128
5670000 3.55156
5680000 3.55247
5690000 3.55387
5700000 3.55515
5710000 3.55602
5720000 3.55739
5730000 3.55805
5740000 3.55879
5750000 3.55963
5760000 3.56001
5770000 3.56094
5780000 3.56154
5790000 3.56214
5800000 3.56256
5810000 3.56224
5820000 3.56247
5830000 3.56237
5840000 3.56223
5850000 3.56127
5860000 3.56129
5870000 3.56323
5880000 3.56391
5890000 3.56501
5900000 3.5661
5910000 3.56616
5920000 3.5663
5930000 3.56626
5940000 3.56635
5950000 3.56625
5960000 3.56712
5970000 3.56718
5980000 3.56748
5990000 3.56754
6000000 3.56804
6010000 3.56825
6020000 3.56868
6030000 3.56895
6040000 3.56925
6050000 3.56916
6060000 3.56948
6070000 3.56922
6080000 3.56867
6090000 3.56851
6100000 3.56724
6110000 3.56586
6120000 3.56424
6130000 3.56389
6140000 3.56394
6150000 3.56381
6160000 3.56337
6170000 3.56349
6180000 3.56377
6190000 3.56386
6200000 3.56297
6210000 3.56176
6220000 3.56175
6230000 3.56142
6240000 3.56088
6250000 3.56042
6260000 3.55979
6270000 3.55955
6280000 3.55981
6290000 3.55969
6300000 3.56
6310000 3.56025
6320000 3.5606
6330000 3.56081
6340000 3.56027
6350000 3.55964
6360000 3.55904
6370000 3.55927
6380000 3.55926
6390000 3.55947
6400000 3.56009
6410000 3.56055
6420000 3.56052
6430000 3.55944
6440000 3.55837
6450000 3.55781
6460000 3.5575
6470000 3.55711
6480000 3.55599
6490000 3.55572
6500000 3.55569
6510000 3.55463
6520000 3.55385
6530000 3.55259
6540000 3.55187
6550000 3.55129
6560000 3.55058
6570000 3.54965
6580000 3.54927
6590000 3.54949
6600000 3.54848
6610000 3.54775
6620000 3.54607
6630000 3.54461
6640000 3.54302
6650000 3.54182
6660000 3.54061
6670000 3.53957
6680000 3.53872
6690000 3.538
6700000 3.53722
6710000 3.53716
6720000 3.53748
6730000 3.53665
6740000 3.53594
6750000 3.53582
6760000 3.53562
6770000 3.53561
6780000 3.53593
6790000 3.53649
6800000 3.53686
6810000 3.53717
6820000 3.53668
6830000 3.53608
6840000 3.53573
6850000 3.5347
6860000 3.53421
6870000 3.53367
6880000 3.53222
6890000 3.53112
6900000 3.53069
6910000 3.53196
6920000 3.53245
6930000 3.53259
6940000 3.53247
6950000 3.5315
6960000 3.53091
6970000 3.5303
6980000 3.52895
6990000 3.52846
7000000 3.52873
7010000 3.52822
7020000 3.52739
7030000 3.52652
7040000 3.52597
7050000 3.52494
7060000 3.52429
7070000 3.52351
7080000 3.52284
7090000 3.52218
7100000 3.52168
7110000 3.52154
7120000 3.52153
7130000 3.52243
7140000 3.52446
7150000 3.52564
7160000 3.5257
7170000 3.52587
7180000 3.5255
7190000 3.52544
7200000 3.52566
7210000 3.52586
7220000 3.52497
7230000 3.52464
7240000 3.52488
7250000 3.5257
7260000 3.52606
7270000 3.52649
7280000 3.52635
7290000 3.52525
7300000 3.52418
7310000 3.52324
7320000 3.52226
7330000 3.5216
7340000 3.52066
7350000 3.51924
7360000 3.51844
7370000 3.51845
7380000 3.51838
7390000 3.51862
7400000 3.51898
7410000 3.51894
7420000 3.51869
7430000 3.51778
7440000 3.51741
7450000 3.51677
7460000 3.51552
7470000 3.51405
7480000 3.51338
7490000 3.51281
7500000 3.51298
7510000 3.51306
7520000 3.51292
7530000 3.51291
7540000 3.51268
7550000 3.51241
7560000 3.51152
7570000 3.51086
7580000 3.51047
7590000 3.50939
7600000 3.5091
7610000 3.5088
7620000 3.50825
7630000 3.50798
7640000 3.5079
7650000 3.50758
7660000 3.50743
7670000 3.50711
7680000 3.5071
7690000 3.50749
7700000 3.50816
7710000 3.50832
7720000 3.50848
7730000 3.50853
7740000 3.5084
7750000 3.50788
7760000 3.5074
7770000 3.50719
7780000 3.50675
7790000 3.50634
7800000 3.50661
7810000 3.50735
7820000 3.50796
7830000 3.50808
7840000 3.50732
7850000 3.50691
7860000 3.50604
7870000 3.50497
7880000 3.50362
7890000 3.50241
7900000 3.50089
7910000 3.49977
7920000 3.49867
7930000 3.49735
7940000 3.4963
7950000 3.49501
7960000 3.49387
7970000 3.49277
7980000 3.49167
7990000 3.49048
8000000 3.4895
8010000 3.48932
8020000 3.48916
8030000 3.48819
8040000 3.48712
8050000 3.48629
8060000 3.48556
8070000 3.48575
8080000 3.48606
8090000 3.48679
8100000 3.4877
8110000 3.48854
8120000 3.48938
8130000 3.48918
8140000 3.48876
8150000 3.48804
8160000 3.48742
8170000 3.48692
8180000 3.48651
8190000 3.48632
8200000 3.48687
8210000 3.48786
8220000 3.48881
8230000 3.48948
8240000 3.49014
8250000 3.4917
8260000 3.49262
8270000 3.49352
8280000 3.49539
8290000 3.49771
8300000 3.49988
8310000 3.50212
8320000 3.50386
8330000 3.50504
8340000 3.50589
8350000 3.5069
8360000 3.5079
8370000 3.5087
8380000 3.50873
8390000 3.508
8400000 3.50778
8410000 3.5077
8420000 3.50737
8430000 3.50708
8440000 3.50735
8450000 3.50809
8460000 3.50915
8470000 3.50938
8480000 3.50865
8490000 3.50784
8500000 3.50687
8510000 3.50579
8520000 3.50498
8530000 3.5039
8540000 3.50275
8550000 3.50183
8560000 3.50107
8570000 3.49985
8580000 3.49866
8590000 3.49763
8600000 3.49686
8610000 3.49651
8620000 3.49582
8630000 3.49581
8640000 3.49606
8650000 3.49682
8660000 3.49787
8670000 3.49844
8680000 3.49892
8690000 3.49916
8700000 3.49872
8710000 3.49869
8720000 3.49881
8730000 3.49893
8740000 3.499
8750000 3.49959
8760000 3.50052
8770000 3.50124
8780000 3.50105
8790000 3.50015
8800000 3.49918
8810000 3.49881
8820000 3.49827
8830000 3.49769
8840000 3.49733
8850000 3.49691
8860000 3.49623
8870000 3.49532
8880000 3.49506
8890000 3.4953
8900000 3.49609
8910000 3.49655
8920000 3.49672
8930000 3.49719
8940000 3.49721
8950000 3.49792
8960000 3.49888
8970000 3.49982
8980000 3.50012
8990000 3.50017
9000000 3.49971
9010000 3.49967
9020000 3.49967
9030000 3.49961
9040000 3.49929
9050000 3.49927
9060000 3.5001
9070000 3.50089
9080000 3.50201
9090000 3.50304
9100000 3.50413
9110000 3.50473
9120000 3.50493
9130000 3.50478
9140000 3.50435
9150000 3.5036
9160000 3.50265
9170000 3.50173
9180000 3.50152
9190000 3.50162
9200000 3.50125
9210000 3.50098
9220000 3.5006
9230000 3.4998
9240000 3.49917
9250000 3.49903
9260000 3.49931
9270000 3.49979
9280000 3.49931
9290000 3.49852
9300000 3.49809
9310000 3.49742
9320000 3.49688
9330000 3.49611
9340000 3.49541
9350000 3.49515
9360000 3.49523
9370000 3.49508
9380000 3.49456
9390000 3.4946
9400000 3.49453
9410000 3.49412
9420000 3.49394
9430000 3.49378
9440000 3.49433
9450000 3.49483
9460000 3.49536
9470000 3.49606
9480000 3.49661
9490000 3.49687
9500000 3.49697
9510000 3.4967
9520000 3.49674
9530000 3.49705
9540000 3.49724
9550000 3.4977
9560000 3.49882
9570000 3.49984
9580000 3.50097
9590000 3.50171
9600000 3.50217
9610000 3.50249
9620000 3.50248
9630000 3.50211
9640000 3.50207
9650000 3.50176
9660000 3.50126
9670000 3.50076
9680000 3.49994
9690000 3.49912
9700000 3.49851
9710000 3.49851
9720000 3.49866
9730000 3.49882
9740000 3.49922
9750000 3.4995
9760000 3.49932
9770000 3.4989
9780000 3.49862
9790000 3.4984
9800000 3.49778
9810000 3.49693
9820000 3.49625
9830000 3.49539
9840000 3.49487
9850000 3.49422
9860000 3.49371
9870000 3.49364
9880000 3.49357
9890000 3.49316
9900000 3.49321
9910000 3.49354
9920000 3.4936
9930000 3.49423
9940000 3.49404
9950000 3.49397
9960000 3.49403
9970000 3.49431
9980000 3.49493
9990000 3.49552
10000000 3.49572
10010000 3.49583
10020000 3.49361
10030000 3.49163
10040000 3.48973
10050000 3.48825
10060000 3.48667
10070000 3.48564
10080000 3.48522
10090000 3.48496
10100000 3.48416
10110000 3.48384
10120000 3.48291
10130000 3.48197
10140000 3.48133
10150000 3.48148
10160000 3.48157
10170000 3.48099
10180000 3.48034
10190000 3.47954
10200000 3.47898
10210000 3.47864
10220000 3.47831
10230000 3.47749
10240000 3.47689
10250000 3.4761
10260000 3.47502
10270000 3.47393
10280000 3.47298
10290000 3.47233
10300000 3.47208
10310000 3.47259
10320000 3.47354
10330000 3.47501
10340000 3.47624
10350000 3.47759
10360000 3.47894
10370000 3.47965
10380000 3.48053
10390000 3.48106
10400000 3.4822
10410000 3.48381
10420000 3.48582
10430000 3.48746
10440000 3.48962
10450000 3.49166
10460000 3.49353
10470000 3.49569
10480000 3.49729
10490000 3.49889
10500000 3.50033
10510000 3.50111
10520000 3.502
10530000 3.50236
10540000 3.50234
10550000 3.50264
10560000 3.50174
10570000 3.50054
10580000 3.50008
10590000 3.5001
10600000 3.5002
10610000 3.50007
10620000 3.49942
10630000 3.49942
10640000 3.4994
10650000 3.49972
10660000 3.50057
10670000 3.50185
10680000 3.50232
10690000 3.50197
10700000 3.50138
10710000 3.50119
10720000 3.50101
10730000 3.50142
10740000 3.5014
10750000 3.50126
10760000 3.50032
10770000 3.49864
10780000 3.49682
10790000 3.49573
10800000 3.49439
10810000 3.49226
10820000 3.48974
10830000 3.48823
10840000 3.48698
10850000 3.48621
10860000 3.4855
10870000 3.48475
10880000 3.48423
10890000 3.48356
10900000 3.48279
10910000 3.48184
10920000 3.48148
10930000 3.48098
10940000 3.48076
10950000 3.48109
10960000 3.48136
10970000 3.48235
10980000 3.48374
10990000 3.48431
11000000 3.48488
11010000 3.48551
11020000 3.48583
11030000 3.4859
11040000 3.48526
11050000 3.48525
11060000 3.48472
11070000 3.48376
11080000 3.48276
11090000 3.48232
11100000 3.48229
11110000 3.48163
11120000 3.48102
11130000 3.48028
11140000 3.47937
11150000 3.47782
11160000 3.4765
11170000 3.47543
11180000 3.47483
11190000 3.47393
11200000 3.47277
11210000 3.47158
11220000 3.47009
11230000 3.46896
11240000 3.46848
11250000 3.46825
11260000 3.46766
11270000 3.46764
11280000 3.46738
11290000 3.46671
11300000 3.46691
11310000 3.46689
11320000 3.46658
11330000 3.46598
11340000 3.46438
11350000 3.46266
11360000 3.46134
11370000 3.45992
11380000 3.45903
11390000 3.45829
11400000 3.45725
11410000 3.45709
11420000 3.45716
11430000 3.45738
11440000 3.45751
11450000 3.45727
11460000 3.45754
11470000 3.4583
11480000 3.4581
11490000 3.45808
11500000 3.45795
11510000 3.45731
11520000 3.4567
11530000 3.45587
11540000 3.45561
11550000 3.45536
11560000 3.45553
11570000 3.45603
11580000 3.45613
11590000 3.45584
11600000 3.45666
11610000 3.45683
11620000 3.45659
11630000 3.4569
11640000 3.45662
11650000 3.45695
11660000 3.45696
11670000 3.45714
11680000 3.4577
11690000 3.45766
11700000 3.45791
11710000 3.45833
11720000 3.45843
11730000 3.45883
11740000 3.45931
11750000 3.45944
11760000 3.45949
11770000 3.4598
11780000 3.46044
11790000 3.46083
11800000 3.46074
11810000 3.46018
11820000 3.45959
11830000 3.45935
11840000 3.45931
11850000 3.45978
11860000 3.46041
11870000 3.46096
11880000 3.46099
11890000 3.46154
11900000 3.46238
11910000 3.46169
11920000 3.46103
11930000 3.46125
11940000 3.46096
11950000 3.46025
11960000 3.45954
11970000 3.45908
11980000 3.45875
11990000 3.45813
12000000 3.45717
12010000 3.4564
12020000 3.45594
12030000 3.45572
12040000 3.45522
12050000 3.45421
12060000 3.45336
12070000 3.4523
12080000 3.45104
12090000 3.45028
12100000 3.44975
12110000 3.44963
12120000 3.44958
12130000 3.44989
12140000 3.45084
12150000 3.45168
12160000 3.45275
12170000 3.45332
12180000 3.45393
12190000 3.454
12200000 3.45303
12210000 3.45147
12220000 3.45027
12230000 3.44947
12240000 3.44921
12250000 3.44872
12260000 3.44899
12270000 3.44948
12280000 3.44947
12290000 3.4489
12300000 3.44837
12310000 3.44786
12320000 3.44716
12330000 3.44679
12340000 3.44654
12350000 3.44572
12360000 3.44467
12370000 3.44336
12380000 3.44248
12390000 3.44201
12400000 3.4407
12410000 3.43953
12420000 3.43795
12430000 3.4372
12440000 3.43667
12450000 3.43611
12460000 3.43559
12470000 3.43504
12480000 3.43452
12490000 3.43376
12500000 3.43248
12510000 3.4317
12520000 3.43089
12530000 3.43014
12540000 3.42949
12550000 3.42931
12560000 3.42867
12570000 3.42831
12580000 3.42816
12590000 3.42821
12600000 3.42835
12610000 3.42914
12620000 3.42973
12630000 3.4301
12640000 3.43027
12650000 3.43006
12660000 3.42951
12670000 3.42916
12680000 3.42904
12690000 3.42963
12700000 3.43046
12710000 3.43046
12720000 3.43102
12730000 3.43146
12740000 3.43142
12750000 3.43141
12760000 3.43085
12770000 3.43044
12780000 3.42977
12790000 3.42903
12800000 3.42917
12810000 3.4294
12820000 3.43013
12830000 3.43062
12840000 3.4309
12850000 3.43114
12860000 3.43181
12870000 3.43278
12880000 3.43281
12890000 3.43285
12900000 3.43225
12910000 3.43195
12920000 3.43176
12930000 3.43146
12940000 3.43168
12950000 3.4327
12960000 3.43317
12970000 3.43352
12980000 3.4339
12990000 3.43438
13000000 3.4342
13010000 3.43342
13020000 3.43266
13030000 3.43309
13040000 3.43379
13050000 3.4341
13060000 3.43467
13070000 3.43484
13080000 3.43452
13090000 3.43462
13100000 3.4345
13110000 3.43455
13120000 3.43468
13130000 3.43473
13140000 3.43472
13150000 3.43444
13160000 3.43481
13170000 3.43577
13180000 3.43639
13190000 3.43677
13200000 3.43782
13210000 3.43896
13220000 3.43955
13230000 3.43984
13240000 3.43955
13250000 3.43965
13260000 3.43949
13270000 3.439
13280000 3.43933
13290000 3.43989
13300000 3.44012
13310000 3.43965
13320000 3.43895
13330000 3.43841
13340000 3.43805
13350000 3.4371
13360000 3.43644
13370000 3.43592
13380000 3.43536
13390000 3.43561
13400000 3.4359
13410000 3.43626
13420000 3.43619
13430000 3.436
13440000 3.43588
13450000 3.4354
13460000 3.43524
13470000 3.43566
13480000 3.4352
13490000 3.43458
13500000 3.43547
13510000 3.43636
13520000 3.43681
13530000 3.43675
13540000 3.43661
13550000 3.4365
13560000 3.43566
13570000 3.43558
13580000 3.43458
13590000 3.43247
13600000 3.43131
13610000 3.43003
13620000 3.42852
13630000 3.42783
13640000 3.42656
13650000 3.42375
13660000 3.42127
13670000 3.41959
13680000 3.41806
13690000 3.41695
13700000 3.41648
13710000 3.41539
13720000 3.41356
13730000 3.41209
13740000 3.4107
13750000 3.40979
13760000 3.40914
13770000 3.40806
13780000 3.40727
13790000 3.40648
13800000 3.40555
13810000 3.40458
13820000 3.40327
13830000 3.40221
13840000 3.40142
13850000 3.40091
13860000 3.40023
13870000 3.39976
13880000 3.39862
13890000 3.39864
13900000 3.39915
13910000 3.40021
13920000 3.40196
13930000 3.40378
13940000 3.40517
13950000 3.40589
13960000 3.40693
13970000 3.4082
13980000 3.40958
13990000 3.41025
14000000 3.41041
14010000 3.41046
14020000 3.4108
14030000 3.41158
14040000 3.41263
14050000 3.41306
14060000 3.41365
14070000 3.41418
14080000 3.41436
14090000 3.41531
14100000 3.41614
14110000 3.41712
14120000 3.41808
14130000 3.41867
14140000 3.41941
14150000 3.41924
14160000 3.42039
14170000 3.42177
14180000 3.42317
14190000 3.42496
14200000 3.4269
14210000 3.42827
14220000 3.42935
14230000 3.43023
14240000 3.43116
14250000 3.43249
14260000 3.43426
14270000 3.43527
14280000 3.43637
14290000 3.43745
14300000 3.43799
14310000 3.43792
14320000 3.43764
14330000 3.43739
14340000 3.43744
14350000 3.43677
14360000 3.43472
14370000 3.43313
14380000 3.43262
14390000 3.4325
14400000 3.43195
14410000 3.43189
14420000 3.43222
14430000 3.43255
14440000 3.43338
14450000 3.43401
14460000 3.43503
14470000 3.43597
14480000 3.43673
14490000 3.43829
14500000 3.43961
14510000 3.44046
14520000 3.44081
14530000 3.44168
14540000 3.44242
14550000 3.44307
14560000 3.44426
14570000 3.44564
14580000 3.44646
14590000 3.44671
14600000 3.44705
14610000 3.44751
14620000 3.44831
14630000 3.44843
14640000 3.44825
14650000 3.44783
14660000 3.44785
14670000 3.44734
14680000 3.44696
14690000 3.44606
14700000 3.44474
14710000 3.44355
14720000 3.44288
14730000 3.44228
14740000 3.44138
14750000 3.44035
14760000 3.43914
14770000 3.4381
14780000 3.43692
14790000 3.43603
14800000 3.43549
14810000 3.4347
14820000 3.43366
14830000 3.4324
14840000 3.431
14850000 3.42933
14860000 3.42805
14870000 3.42759
14880000 3.42661
14890000 3.42514
14900000 3.42342
14910000 3.4225
14920000 3.42216
14930000 3.42224
14940000 3.42151
14950000 3.42056
14960000 3.41965
14970000 3.41934
14980000 3.42047
14990000 3.42146
15000000 3.42184
15010000 3.42186
15020000 3.42269
15030000 3.42385
15040000 3.42464
15050000 3.42535
15060000 3.42605
15070000 3.42708
15080000 3.42719
15090000 3.4271
15100000 3.42728
15110000 3.42786
15120000 3.42885
15130000 3.43002
15140000 3.43076
15150000 3.43191
15160000 3.43291
15170000 3.43443
15180000 3.43474
15190000 3.4345
15200000 3.4349
15210000 3.43542
15220000 3.43592
15230000 3.43727
15240000 3.43853
15250000 3.4389
15260000 3.43905
15270000 3.43961
15280000 3.44029
15290000 3.44037
15300000 3.4402
15310000 3.44045
15320000 3.44052
15330000 3.4402
15340000 3.43984
15350000 3.43969
15360000 3.43907
15370000 3.43845
15380000 3.43763
15390000 3.43702
15400000 3.437
15410000 3.43645
15420000 3.43622
15430000 3.43623
15440000 3.43635
15450000 3.43682
15460000 3.43711
15470000 3.43667
15480000 3.43667
15490000 3.4363
15500000 3.43636
15510000 3.43682
15520000 3.43714
15530000 3.4379
15540000 3.43829
15550000 3.43882
15560000 3.4392
15570000 3.43926
15580000 3.43953
15590000 3.44042
15600000 3.44188
15610000 3.44312
15620000 3.44443
15630000 3.44542
